Source	Target	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
APH1A	APH1B	9606.ENSP00000358105	9606.ENSP00000261879	0	0	0	0.955	0	0	0.900	0.923	0.904
APH1A	NOTCH1	9606.ENSP00000358105	9606.ENSP00000277541	0	0	0	0	0.076	0.104	0.900	0.706	0.972
APH1A	APP	9606.ENSP00000358105	9606.ENSP00000284981	0	0	0	0	0	0.800	0.900	0.873	0.997
APH1A	NCSTN	9606.ENSP00000358105	9606.ENSP00000294785	0	0	0	0	0.088	0.985	0.900	0.995	0.999
APH1A	PSEN1	9606.ENSP00000358105	9606.ENSP00000326366	0	0	0	0	0.066	0.982	0.900	0.993	0.999
APH1A	CTNNB1	9606.ENSP00000358105	9606.ENSP00000344456	0	0	0	0	0	0	0.900	0.233	0.920
APH1A	TRAF6	9606.ENSP00000358105	9606.ENSP00000433623	0	0	0	0	0	0	0.900	0	0.900
APH1A	PSENEN	9606.ENSP00000358105	9606.ENSP00000468411	0	0	0	0	0.088	0.984	0.900	0.995	0.999
APH1B	TRAF6	9606.ENSP00000261879	9606.ENSP00000433623	0	0	0	0	0	0	0.900	0	0.900
APH1B	CTNNB1	9606.ENSP00000261879	9606.ENSP00000344456	0	0	0	0	0	0	0.900	0.054	0.901
APH1B	APH1A	9606.ENSP00000261879	9606.ENSP00000358105	0	0	0	0.955	0	0	0.900	0.923	0.904
APH1B	NOTCH1	9606.ENSP00000261879	9606.ENSP00000277541	0	0	0	0	0	0.104	0.900	0.539	0.955
APH1B	APP	9606.ENSP00000261879	9606.ENSP00000284981	0	0	0	0	0.052	0.044	0.900	0.664	0.965
APH1B	PSEN1	9606.ENSP00000261879	9606.ENSP00000326366	0	0	0	0	0.066	0.646	0.900	0.895	0.996
APH1B	PSENEN	9606.ENSP00000261879	9606.ENSP00000468411	0	0	0	0	0.088	0.519	0.900	0.947	0.997
APH1B	NCSTN	9606.ENSP00000261879	9606.ENSP00000294785	0	0	0	0	0.065	0.646	0.900	0.965	0.998
APP	CDH1	9606.ENSP00000284981	9606.ENSP00000261769	0	0	0	0	0	0.062	0	0.555	0.565
APP	APH1B	9606.ENSP00000284981	9606.ENSP00000261879	0	0	0	0	0.052	0.044	0.900	0.664	0.965
APP	NOTCH1	9606.ENSP00000284981	9606.ENSP00000277541	0	0	0	0	0.062	0.598	0	0.971	0.988
APP	CTNNB1	9606.ENSP00000284981	9606.ENSP00000344456	0	0	0	0	0.075	0.059	0	0.818	0.829
APP	PSENEN	9606.ENSP00000284981	9606.ENSP00000468411	0	0	0	0	0	0.801	0.900	0.854	0.996
APP	APH1A	9606.ENSP00000284981	9606.ENSP00000358105	0	0	0	0	0	0.800	0.900	0.873	0.997
APP	PSEN1	9606.ENSP00000284981	9606.ENSP00000326366	0	0	0	0	0.048	0.974	0.900	0.972	0.999
APP	NCSTN	9606.ENSP00000284981	9606.ENSP00000294785	0	0	0	0	0.062	0.896	0.900	0.972	0.999
CDH1	APP	9606.ENSP00000261769	9606.ENSP00000284981	0	0	0	0	0	0.062	0	0.555	0.565
CDH1	NOTCH1	9606.ENSP00000261769	9606.ENSP00000277541	0	0	0	0	0	0.127	0	0.733	0.758
CDH1	NCSTN	9606.ENSP00000261769	9606.ENSP00000294785	0	0	0	0	0	0	0.900	0.273	0.924
CDH1	CTNND2	9606.ENSP00000261769	9606.ENSP00000307134	0	0	0	0	0.062	0.313	0	0.980	0.986
CDH1	PSEN1	9606.ENSP00000261769	9606.ENSP00000326366	0	0	0	0	0	0.773	0.900	0.735	0.993
CDH1	CTNNB1	9606.ENSP00000261769	9606.ENSP00000344456	0	0	0	0	0.062	0.999	0.900	0.990	0.999
CTNNB1	CDH1	9606.ENSP00000344456	9606.ENSP00000261769	0	0	0	0	0.062	0.999	0.900	0.990	0.999
CTNNB1	APH1B	9606.ENSP00000344456	9606.ENSP00000261879	0	0	0	0	0	0	0.900	0.054	0.901
CTNNB1	NOTCH1	9606.ENSP00000344456	9606.ENSP00000277541	0	0	0	0	0.054	0.400	0.900	0.971	0.998
CTNNB1	APP	9606.ENSP00000344456	9606.ENSP00000284981	0	0	0	0	0.075	0.059	0	0.818	0.829
CTNNB1	NCSTN	9606.ENSP00000344456	9606.ENSP00000294785	0	0	0	0	0.049	0	0.900	0.445	0.942
CTNNB1	CTNND2	9606.ENSP00000344456	9606.ENSP00000307134	0	0	0	0	0.064	0.496	0	0.817	0.906
CTNNB1	PSEN1	9606.ENSP00000344456	9606.ENSP00000326366	0	0	0	0	0.105	0.890	0.900	0.990	0.999
CTNNB1	TRAF6	9606.ENSP00000344456	9606.ENSP00000433623	0	0	0	0	0	0.317	0	0.429	0.593
